YAL008W	597	0.3	0.3	0.3	95.0	211.0	151.0	194.0
YBR255W	2085	0.3	0.3	0.3	102.0	267.0	138.0	164.0
YGR164W	336	0.3	0.3	0.4	6.0	14.0	14.0	4.0
YGR131W	525	0.3	0.3	0.3	7.0	21.0	9.0	11.0
YNL003C	855	0.3	0.3	0.3	98.0	147.0	175.0	147.0
YBR135W	453	0.4	0.3	0.3	115.0	122.0	113.0	147.0
YBR160W	897	0.4	0.3	0.3	178.0	288.0	229.0	255.0
YJL082W	2196	0.4	0.3	0.3	193.0	388.0	393.0	431.0
YJL142C	393	0.3	0.3	0.4	41.0	144.0	65.0	87.0
YPL191C	1083	0.4	0.3	0.3	44.0	83.0	63.0	77.0
YGL215W	1359	0.4	0.3	0.3	757.0	827.0	796.0	1493.0
YKL074C	1584	0.4	0.3	0.3	81.0	210.0	77.0	70.0
YLR467C-A	483	0.3	0.3	0.3	0.0	1.0	0.0	0.0
YJL077C	396	0.3	0.3	0.3	1.0	1.0	2.0	0.0
YKL096W-A	279	0.8	0.3	0.3	192.0	539.0	552.0	462.0
YIL124W	894	0.4	0.3	0.3	312.0	956.0	657.0	581.0
YLR364C-A	123	0.3	0.3	0.3	2.0	0.0	4.0	2.0
YIL171W	330	0.4	0.3	0.3	1.0	0.0	5.0	3.0
YPL039W	951	0.3	0.3	0.3	55.0	103.0	53.0	75.0
YNL170W	396	0.4	0.4	0.4	7.0	15.0	14.0	20.0
YKL048C	1923	0.3	0.3	0.3	84.0	207.0	86.0	89.0
YJL179W	330	0.4	0.4	0.4	102.0	178.0	90.0	127.0
YDR316W-A	1323	0.4	0.3	0.3	2774.0	2899.0	2463.0	3664.0
YDR316W-B	5268	0.4	0.3	0.3	10125.0	10939.0	9318.0	12843.0
YKL083W	615	0.3	0.3	0.3	5.0	7.0	31.0	1.0
YBR152W	876	0.4	0.3	0.3	34.0	63.0	63.0	35.0
YKL029C	2010	0.5	0.3	0.3	953.0	1272.0	639.0	459.0
YPL166W	642	0.4	0.3	0.3	27.0	76.0	48.0	57.0
YKL052C	879	0.3	0.3	0.3	71.0	145.0	57.0	85.0
YHR025W	1074	0.5	0.3	0.3	1290.0	2020.0	970.0	1263.0
YOL034W	3282	0.4	0.3	0.3	139.0	307.0	255.0	199.0
YBL008W	2523	0.4	0.3	0.3	206.0	234.0	189.0	152.0
YIL062C	465	0.4	0.3	0.3	281.0	677.0	341.0	414.0
YCL023C	348	0.3	0.3	0.3	0.0	3.0	0.0	0.0
YOL116W	1149	0.3	0.3	0.3	83.0	121.0	113.0	107.0
YDR196C	726	0.4	0.3	0.3	104.0	244.0	108.0	131.0
YBR280C	1914	0.4	0.3	0.3	62.0	280.0	176.0	161.0
YNR032W	1107	0.4	0.3	0.3	92.0	188.0	129.0	166.0
YNR045W	1470	0.3	0.3	0.3	60.0	159.0	160.0	129.0
YML105C	822	0.4	0.3	0.3	220.0	485.0	252.0	264.0
YNL288W	1122	0.4	0.3	0.3	163.0	473.0	250.0	222.0
YIL059C	366	0.3	0.3	0.3	11.0	52.0	17.0	49.0
YIL004C	429	0.3	0.3	0.3	96.0	176.0	93.0	124.0
YNR018W	675	0.4	0.3	0.3	353.0	719.0	466.0	606.0
YPL144W	447	0.3	0.3	0.3	67.0	146.0	101.0	92.0
YFR047C	888	0.4	0.3	0.3	253.0	427.0	407.0	437.0
YHR078W	1659	0.3	0.3	0.4	186.0	304.0	181.0	267.0
YIR023C-A	324	0.3	0.3	0.4	0.0	1.0	0.0	1.0
YJR115W	510	0.3	0.3	0.3	8.0	47.0	14.0	25.0
YLR355C	1188	0.8	0.3	0.3	9301.0	22211.0	9876.0	10675.0
YGR099W	2067	0.3	0.3	0.3	136.0	256.0	133.0	140.0
YLR300W	1347	0.6	0.3	0.3	2449.0	7159.0	3368.0	2914.0
YCL028W	1218	0.4	0.3	0.3	600.0	1104.0	631.0	1003.0
YJR140C	4947	0.4	0.3	0.3	326.0	616.0	371.0	521.0
YOR033C	2109	0.4	0.3	0.3	148.0	304.0	181.0	183.0
YOR062C	807	0.3	0.3	0.3	19.0	203.0	25.0	25.0
YBR043C	2070	0.4	0.3	0.3	148.0	503.0	212.0	205.0
YHR112C	1137	0.4	0.3	0.3	167.0	354.0	172.0	249.0
YLR011W	576	0.3	0.3	0.3	34.0	79.0	61.0	43.0
YHR007C	1593	0.7	0.3	0.3	3374.0	3873.0	2082.0	2276.0
YHR126C	480	0.4	0.3	0.3	0.0	2.0	7.0	1.0
YKR084C	1836	0.4	0.3	0.3	360.0	636.0	452.0	521.0
YER121W	345	0.4	0.3	0.3	4.0	15.0	17.0	23.0
YCR046C	510	0.3	0.3	0.3	178.0	390.0	211.0	267.0
YKL204W	1899	0.4	0.3	0.4	300.0	643.0	381.0	493.0
YOR266W	1272	0.3	0.3	0.3	46.0	146.0	91.0	101.0
YDR393W	1371	0.4	0.3	0.3	62.0	205.0	165.0	124.0
