YAL008W	597	0.4	0.3	0.4	17.2973128112	34.485308033	39.2481822094	69.9823748574	69.7609107566	153.697799023
YBR255W	2085	0.4	0.3	0.4	4.64703009072	9.67131576519	8.27661209706	3.76008484955	8.22754212965	7.90907016057
YGR164W	336	0.4	0.3	0.4	1.51770954561	4.61645910495	2.35593275207	0.0972194557455	0.0	0.0942007773786
YGR131W	525	0.4	0.4	0.4	2.18550174567	1.61156390573	0.904678176796	1.74217264696	2.47198111932	2.11009741328
YNL003C	855	0.4	0.3	0.4	11.3322312739	13.5239427177	25.7383586556	17.5745486316	12.0878693969	30.8000183833
YBR135W	453	0.4	0.3	0.3	26.1729513692	22.723762578	28.6581276755	98.5740897513	98.7080961704	120.527087348
YBR160W	897	0.5	0.3	0.3	20.3241104368	27.3534676307	38.3000599374	62.1632255091	68.4736515281	108.221885728
YJL082W	2196	0.5	0.3	0.3	10.7981302097	13.2278867945	23.2143056751	13.2537212128	10.1218600974	31.2623038894
YJL142C	393	0.3	0.3	0.5	10.7050658026	33.7280232178	20.1423258192	6.73263284369	16.8715713453	16.2686899803
YPL191C	1083	0.4	0.4	0.4	4.47324918705	4.81757908106	8.04019155278	6.21342737662	5.29443450512	11.1350015853
YGL215W	1359	0.5	0.3	0.4	65.0102340461	54.2672503575	78.2856170649	31.463907214	20.6792159259	65.7251092746
YKL074C	1584	0.4	0.3	0.3	6.19731397789	11.5729415579	6.69656036801	13.7138353483	25.0411517141	17.4842351953
YLR467C-A	483	0.3	0.3	0.3	0.0	0.0	0.0	0.0	0.0	0.0
YJL077C	396	0.3	0.3	0.3	0.643876776924	0.356090509472	0.0	0.329956940712	0.595863217467	0.239783796964
YKL096W-A	279	0.8	0.3	0.3	61.2306044635	139.495585388	233.222142889	0.819570465639	1.0994637432	2.60926024223
YIL124W	894	0.5	0.3	0.4	37.0769311812	83.9130870377	94.3891017233	120.28591346	218.937742058	304.335526251
YLR364C-A	123	0.4	0.3	0.4	2.07296913546	0.0	5.1485749899	0.0	0.0	0.0
YIL171W	330	0.5	0.3	0.3	0.772652132309	0.0	0.0	0.0	0.0	0.0
YPL039W	951	0.4	0.3	0.3	7.23904363709	6.22765231709	6.82551621294	10.4420442562	7.691710681	15.7092425721
YNL170W	396	0.4	0.4	0.4	1.93163033077	1.42436203789	3.59815183953	0.0	0.0	0.0799279323212
YKL048C	1923	0.4	0.3	0.4	4.64073433602	8.50617454141	5.51604348566	3.80505726325	7.04327055555	5.57974276991
YJL179W	330	0.5	0.4	0.4	33.6103677554	49.1404903073	34.5422576595	93.5427926918	181.762115856	162.66932786
YDR316W-A	1323	0.4	0.3	0.4	0.0	0.0	0.0	0.0	0.0	0.0
YDR316W-B	5268	0.4	0.3	0.4	0.0	0.0	0.0	0.0	0.0	0.0
YKL083W	615	0.4	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.0
YBR152W	876	0.4	0.3	0.3	4.65708134542	5.63403477316	7.7713507767	10.1427859583	8.26943870707	13.6578222983
YKL029C	2010	0.5	0.3	0.3	55.6251874655	53.7388411848	44.6600458172	115.646460408	89.8533272802	72.7511197713
YPL166W	642	0.4	0.4	0.4	5.56020693343	9.22507375942	10.6038991906	7.17425067819	15.3632471435	21.0516727914
YKL052C	879	0.3	0.3	0.3	8.70222538095	12.5129961963	10.2663991053	14.7534671681	19.8111300999	25.2059417969
YHR025W	1074	0.5	0.3	0.3	130.336486788	153.222364361	118.370484911	291.071791749	276.145651119	207.974265999
YOL034W	3282	0.5	0.3	0.4	5.2828500454	6.96036513214	8.24877953705	3.34420709197	4.19152191622	4.56159084315
