YAL008W	597	0.4	0.3	0.4	10.3264957483	20.5877288957	23.431164779	21.8444372431
YBR255W	2085	0.4	0.3	0.4	9.68905773914	20.1646933704	17.2567362224	20.0968822636
YGR164W	336	0.4	0.3	0.4	0.509950407324	1.55113025926	0.791593404697	0.327666558645
YGR131W	525	0.4	0.4	0.4	1.14738841648	0.846071050507	0.474956042818	1.20144404837
YNL003C	855	0.4	0.3	0.4	9.68905773915	11.5629710236	22.0062966506	16.4925501185
YBR135W	453	0.4	0.3	0.3	11.8563469703	10.2938644478	12.982131837	15.4003282563
YBR160W	897	0.5	0.3	0.3	18.2307270618	24.5360604647	34.3551537638	27.1963243676
YJL082W	2196	0.5	0.3	0.3	23.7126939405	29.0484394007	50.9786152624	51.3344275212
YJL142C	393	0.3	0.3	0.5	4.20709086042	13.2551131246	7.91593404696	9.50233020072
YPL191C	1083	0.4	0.4	0.4	4.84452886957	5.21743814479	8.70752745166	8.628552711
YGL215W	1359	0.5	0.3	0.4	88.3489080687	73.7491932359	106.390153591	172.898720779
YKL074C	1584	0.4	0.3	0.3	9.81654534098	18.3315394277	10.6073516229	7.42710866263
YLR467C-A	483	0.3	0.3	0.3	0.0	0.0	0.0	0.0
YJL077C	396	0.3	0.3	0.3	0.254975203662	0.141011841751	0.0	0.0
YKL096W-A	279	0.8	0.3	0.3	17.0833386453	38.9192683234	65.0689778661	40.1937645272
YIL124W	894	0.5	0.3	0.4	33.146776476	75.0182998117	84.3838569407	63.5673123773
YLR364C-A	123	0.4	0.3	0.4	0.254975203662	0.0	0.633274723758	0.218444372431
YIL171W	330	0.5	0.3	0.3	0.254975203662	0.0	0.0	0.327666558646
YPL039W	951	0.4	0.3	0.3	6.88433049887	5.92249735355	6.49106591851	8.51933052479
YNL170W	396	0.4	0.4	0.4	0.764925610984	0.564047367004	1.42486812845	1.96599935188
YKL048C	1923	0.4	0.3	0.4	8.92413212817	16.3573736431	10.6073516229	10.4853298767
YJL179W	330	0.5	0.4	0.4	11.0914213593	16.2163618014	11.3989450276	15.4003282564
YDR316W-A	1323	0.4	0.3	0.4	0.0	0.0	0.0	0.0
YDR316W-B	5268	0.4	0.3	0.4	0.0	0.0	0.0	0.0
YKL083W	615	0.4	0.4	0.4	0.0	0.0	0.0	0.0
YBR152W	876	0.4	0.3	0.3	4.07960325859	4.93541446129	6.80770328039	5.46110931076
YKL029C	2010	0.5	0.3	0.3	111.806626806	108.015070781	89.7666920926	52.0989828247
YPL166W	642	0.4	0.4	0.4	3.56965285126	5.92249735355	6.80770328039	5.67955368319
YKL052C	879	0.3	0.3	0.3	7.64925610985	10.9989236566	9.02416481353	9.82999675937
YHR025W	1074	0.5	0.3	0.3	139.98138681	164.560819324	127.129900794	144.610174549
YOL034W	3282	0.5	0.3	0.4	17.338313849	22.8439183637	27.0724944406	22.4997703603
YBL008W	2523	0.4	0.3	0.4	22.5653055241	18.0495157441	21.6896592887	17.4755497944
YIL062C	465	0.4	0.3	0.3	31.3619500504	57.250807751	43.3793185774	45.3272072794
YCL023C	348	0.4	0.3	0.3	0.0	0.0	0.0	0.109222186215
YOL116W	1149	0.4	0.3	0.4	9.56157013732	11.8449947071	15.673549413	12.4513292285
YDR196C	726	0.4	0.4	0.4	12.3662973776	18.6135631112	16.7817801796	16.0556613736
YBR280C	1914	0.4	0.3	0.3	5.99191728605	21.9978473132	23.9061208218	19.3323269601
YNR032W	1107	0.4	0.3	0.3	10.7089585538	15.7933262761	18.6816043508	18.2401050979
YNR045W	1470	0.4	0.3	0.3	6.62935529521	13.1141012829	16.9400988605	15.4003282563
YML105C	822	0.5	0.3	0.4	24.3501319497	39.6243275321	34.5134724448	30.0361012092
YNL288W	1122	0.4	0.3	0.3	22.1828427186	42.7265880506	30.8721427832	27.9608796711
YIL059C	366	0.4	0.3	0.3	1.01990081465	4.37136709429	2.69141757596	4.36888744861
YIL004C	429	0.4	0.3	0.4	10.9639337575	13.1141012829	12.5071757942	14.4173285804
YNR018W	675	0.4	0.3	0.3	42.7083466133	56.9687840675	63.6441097376	67.9361998259
YPL144W	447	0.3	0.3	0.3	6.6293552952	11.9860065489	14.0903626036	10.3761076904
YFR047C	888	0.5	0.3	0.3	24.2226443479	28.907427559	57.7863185428	49.2592059831
YHR078W	1659	0.4	0.4	0.4	18.9956526728	23.4079657307	23.5894834599	29.4899902781
YIR023C-A	324	0.4	0.3	0.5	0.0	0.282023683502	0.0	0.109222186215
YJR115W	510	0.3	0.3	0.3	1.14738841648	3.52529604378	1.26654944751	2.51211028295
YLR355C	1188	0.9	0.3	0.3	1041.31873175	1850.21637562	1377.05588681	1209.74493452
YGR099W	2067	0.3	0.3	0.4	13.1312229886	21.8568354714	16.4651428177	15.9464391874
YLR300W	1347	0.6	0.3	0.3	278.687897602	584.917119585	463.873735152	337.93344415
YCL028W	1218	0.5	0.3	0.3	66.8035033593	96.7341234414	80.90084596	111.078963381
YJR140C	4947	0.4	0.3	0.4	38.2462805493	48.7900972459	46.2290548343	57.5600921354
YOR033C	2109	0.4	0.3	0.3	18.2307270618	23.5489775724	27.3891318025	22.7182147328
YOR062C	807	0.4	0.3	0.3	2.16728923113	15.9343381179	2.69141757597	3.38588777267
YBR043C	2070	0.4	0.3	0.3	14.6610742106	41.1754577913	29.7639120166	23.7012144087
YHR112C	1137	0.5	0.3	0.3	19.3781154783	27.6383209832	22.3229340124	28.943879347
YLR011W	576	0.3	0.3	0.3	3.05970244394	5.49946182829	6.01610987569	5.0242205659
YHR007C	1593	0.8	0.3	0.3	391.896888028	333.493005742	285.606900415	259.511914448
YHR126C	480	0.4	0.3	0.3	0.127487601831	0.0	0.158318680939	0.109222186215
YKR084C	1836	0.4	0.3	0.4	46.1505118628	52.5974169732	58.2612745857	59.5260914873
YER121W	345	0.5	0.3	0.3	0.127487601831	0.846071050506	1.58318680939	3.71355433132
YCR046C	510	0.3	0.3	0.3	17.4658014508	31.727664394	30.8721427832	30.4729899541
YKL204W	1899	0.4	0.3	0.4	35.9515037163	53.302476182	49.3954284531	59.7445358597
YOR266W	1272	0.4	0.4	0.4	5.09950407324	11.2809473401	12.6654944751	10.4853298767
YDR393W	1371	0.4	0.3	0.3	7.77674371169	15.9343381179	18.5232856699	14.3081063942
YGL171W	1695	0.5	0.3	0.4	32.7643136705	39.0602801651	22.6395713743	33.968099913
YPR194C	2634	0.5	0.4	0.4	3.82462805493	6.6275565623	158.47699962	87.9238599033
YGR019W	1416	0.6	0.3	0.3	28.6847104119	47.0979551449	81.2174833219	53.1912046868
YBL033C	1038	0.4	0.3	0.3	14.0236362014	25.1001078317	36.571615297	36.4802101959
YJL188C	309	0.5	0.3	0.5	0.127487601831	0.0	0.0	0.0
YLL057C	1239	0.5	0.3	0.3	0.382462805493	1.12809473401	13.2987691989	10.4853298767
YPL060C-A	3315	0.5	0.4	0.4	0.0	0.0	0.0	0.0
YNL229C	1065	0.4	0.3	0.3	21.1629419039	32.9967709698	27.3891318025	32.7666558646
YNL277W	1461	0.4	0.3	0.3	6.88433049887	6.3455328788	7.91593404696	7.97321959371
YMR040W	483	0.4	0.4	0.4	1.01990081465	2.25618946802	3.16637361878	2.29366591052
YDR077W	1017	0.7	0.3	0.4	370.096508115	1671.97740765	1368.66499672	1392.36442987
YMR266W	2862	0.5	0.3	0.4	118.690957304	81.2228208487	80.742527279	150.07128386
YKR064W	2592	0.4	0.4	0.3	15.9359502289	23.2669538889	21.6896592887	21.4075484982
YPL089C	2031	0.4	0.3	0.4	12.8762477849	30.7405815018	18.364966989	35.7156548924
YGR277C	918	0.4	0.3	0.3	15.2985122197	21.2927881044	16.9400988605	20.9706597533
YDL139C	672	0.4	0.3	0.3	2.16728923112	6.0635091953	1.74150549033	4.15044307618
YDR246W	660	0.4	0.3	0.3	6.62935529521	11.9860065488	13.7737252417	12.7789957872
YOR288C	957	0.4	0.3	0.3	12.1113221739	23.8310012559	16.6234614986	19.0046604014
YDL240C-A	138	0.5	0.4	0.4	0.0	0.0	0.0	0.0
YCR028C	1539	0.4	0.3	0.3	19.1231402746	22.1388591549	17.4150549033	19.8784378912
YML054C	1776	0.5	0.3	0.3	1.40236362014	10.9989236566	16.6234614986	13.7619954631
YLR179C	606	0.5	0.3	0.3	100.205255039	64.3013998386	57.6279998619	97.8630788489
YOR141C	2646	0.5	0.3	0.3	42.198396206	74.5952642864	61.2693295235	53.0819825006
YPL280W	714	0.4	0.3	0.3	0.0	0.0	0.0	0.0
YBL106C	3033	0.4	0.3	0.4	14.4060990069	14.1011841751	14.5653186464	27.9608796711
