73	YAL012W	chrI	+	130798	131983	130798	131983	1	130798,	131983,	0	YAL012W	cmpl	cmpl	0,
585	YAL069W	chrI	+	334	649	334	649	1	334,	649,	0	YAL069W	cmpl	cmpl	0,
585	YAL068W-A	chrI	+	537	792	537	792	1	537,	792,	0	YAL068W-A	cmpl	cmpl	0,
585	YAL068C	chrI	-	1806	2169	1806	2169	1	1806,	2169,	0	YAL068C	cmpl	cmpl	0,
585	YAL067W-A	chrI	+	2479	2707	2479	2707	1	2479,	2707,	0	YAL067W-A	cmpl	cmpl	0,
585	YAL067C	chrI	-	7234	9016	7234	9016	1	7234,	9016,	0	YAL067C	cmpl	cmpl	0,
585	YAL066W	chrI	+	10090	10399	10090	10399	1	10090,	10399,	0	YAL066W	cmpl	cmpl	0,
585	YAL065C	chrI	-	11564	11951	11564	11951	1	11564,	11951,	0	YAL065C	cmpl	cmpl	0,
585	YAL064W-B	chrI	+	12045	12426	12045	12426	1	12045,	12426,	0	YAL064W-B	cmpl	cmpl	0,
585	YAL064C-A	chrI	-	13362	13743	13362	13743	1	13362,	13743,	0	YAL064C-A	cmpl	cmpl	0,
585	YAL064W	chrI	+	21565	21850	21565	21850	1	21565,	21850,	0	YAL064W	cmpl	cmpl	0,
585	YAL063C-A	chrI	-	22394	22685	22394	22685	1	22394,	22685,	0	YAL063C-A	cmpl	cmpl	0,
585	YAL063C	chrI	-	23999	27968	23999	27968	1	23999,	27968,	0	YAL063C	cmpl	cmpl	0,
585	YAL062W	chrI	+	31566	32940	31566	32940	1	31566,	32940,	0	YAL062W	cmpl	cmpl	0,
585	YAL061W	chrI	+	33447	34701	33447	34701	1	33447,	34701,	0	YAL061W	cmpl	cmpl	0,
585	YAL060W	chrI	+	35154	36303	35154	36303	1	35154,	36303,	0	YAL060W	cmpl	cmpl	0,
585	YAL059C-A	chrI	-	36495	36918	36495	36918	1	36495,	36918,	0	YAL059C-A	cmpl	cmpl	0,
585	YAL059W	chrI	+	36508	37147	36508	37147	1	36508,	37147,	0	YAL059W	cmpl	cmpl	0,
585	YAL058W	chrI	+	37463	38972	37463	38972	1	37463,	38972,	0	YAL058W	cmpl	cmpl	0,
585	YAL056C-A	chrI	-	38695	39046	38695	39046	1	38695,	39046,	0	YAL056C-A	cmpl	cmpl	0,
585	YAL056W	chrI	+	39258	41901	39258	41901	1	39258,	41901,	0	YAL056W	cmpl	cmpl	0,
585	YAL055W	chrI	+	42176	42719	42176	42719	1	42176,	42719,	0	YAL055W	cmpl	cmpl	0,
585	YAL054C	chrI	-	42880	45022	42880	45022	1	42880,	45022,	0	YAL054C	cmpl	cmpl	0,
585	YAL053W	chrI	+	45898	48250	45898	48250	1	45898,	48250,	0	YAL053W	cmpl	cmpl	0,
585	YAL051W	chrI	+	48563	51707	48563	51707	1	48563,	51707,	0	YAL051W	cmpl	cmpl	0,
585	YAL049C	chrI	-	51854	52595	51854	52595	1	51854,	52595,	0	YAL049C	cmpl	cmpl	0,
585	YAL048C	chrI	-	52800	54789	52800	54789	1	52800,	54789,	0	YAL048C	cmpl	cmpl	0,
585	YAL047W-A	chrI	+	54583	54913	54583	54913	1	54583,	54913,	0	YAL047W-A	cmpl	cmpl	0,
585	YAL047C	chrI	-	54988	56857	54988	56857	1	54988,	56857,	0	YAL047C	cmpl	cmpl	0,
585	YAL046C	chrI	-	57028	57385	57028	57385	1	57028,	57385,	0	YAL046C	cmpl	cmpl	0,
585	YAL045C	chrI	-	57487	57796	57487	57796	1	57487,	57796,	0	YAL045C	cmpl	cmpl	0,
585	YAL044W-A	chrI	+	57517	57850	57517	57850	1	57517,	57850,	0	YAL044W-A	cmpl	cmpl	0,
585	YAL044C	chrI	-	57949	58462	57949	58462	1	57949,	58462,	0	YAL044C	cmpl	cmpl	0,
585	YAL043C	chrI	-	58694	61052	58694	61052	1	58694,	61052,	0	YAL043C	cmpl	cmpl	0,
585	YAL042C-A	chrI	-	61230	61608	61230	61608	1	61230,	61608,	0	YAL042C-A	cmpl	cmpl	0,
585	YAL042W	chrI	+	61315	62563	61315	62563	1	61315,	62563,	0	YAL042W	cmpl	cmpl	0,
585	YAL041W	chrI	+	62839	65404	62839	65404	1	62839,	65404,	0	YAL041W	cmpl	cmpl	0,
585	YAL040C	chrI	-	65777	67520	65777	67520	1	65777,	67520,	0	YAL040C	cmpl	cmpl	0,
585	YAL039C	chrI	-	68715	69525	68715	69525	1	68715,	69525,	0	YAL039C	cmpl	cmpl	0,
585	YAL038W	chrI	+	71785	73288	71785	73288	1	71785,	73288,	0	YAL038W	cmpl	cmpl	0,
585	YAL037C-B	chrI	-	72325	73300	72325	73300	1	72325,	73300,	0	YAL037C-B	cmpl	cmpl	0,
585	YAL037C-A	chrI	-	73425	73518	73425	73518	1	73425,	73518,	0	YAL037C-A	cmpl	cmpl	0,
585	YAL037W	chrI	+	74019	74823	74019	74823	1	74019,	74823,	0	YAL037W	cmpl	cmpl	0,
585	YAL036C	chrI	-	75042	76152	75042	76152	1	75042,	76152,	0	YAL036C	cmpl	cmpl	0,
585	YAL035W	chrI	+	76426	79435	76426	79435	1	76426,	79435,	0	YAL035W	cmpl	cmpl	0,
585	YAL034C-B	chrI	-	79488	79842	79488	79842	1	79488,	79842,	0	YAL034C-B	cmpl	cmpl	0,
585	YAL034W-A	chrI	+	79717	80587	79717	80587	1	79717,	80587,	0	YAL034W-A	cmpl	cmpl	0,
585	YAL034C	chrI	-	80709	81951	80709	81951	1	80709,	81951,	0	YAL034C	cmpl	cmpl	0,
585	YAL033W	chrI	+	82705	83227	82705	83227	1	82705,	83227,	0	YAL033W	cmpl	cmpl	0,
585	YAL032C	chrI	-	83334	84474	83334	84474	1	83334,	84474,	0	YAL032C	cmpl	cmpl	0,
585	YAL031W-A	chrI	+	84668	84977	84668	84977	1	84668,	84977,	0	YAL031W-A	cmpl	cmpl	0,
585	YAL031C	chrI	-	84748	87031	84748	87031	1	84748,	87031,	0	YAL031C	cmpl	cmpl	0,
585	YAL030W	chrI	+	87285	87752	87285	87752	2	87285,87500,	87387,87752,	0	YAL030W	cmpl	cmpl	0,0,
585	YAL029C	chrI	-	87854	92270	87854	92270	1	87854,	92270,	0	YAL029C	cmpl	cmpl	0,
585	YAL028W	chrI	+	92899	94486	92899	94486	1	92899,	94486,	0	YAL028W	cmpl	cmpl	0,
585	YAL027W	chrI	+	94686	95472	94686	95472	1	94686,	95472,	0	YAL027W	cmpl	cmpl	0,
585	YAL026C-A	chrI	-	95385	95823	95385	95823	1	95385,	95823,	0	YAL026C-A	cmpl	cmpl	0,
585	YAL026C	chrI	-	95629	99697	95629	99697	1	95629,	99697,	0	YAL026C	cmpl	cmpl	0,
585	HRA1	chrI	+	99304	99868	99868	99868	1	99304,	99868,	0	HRA1	none	none	-1,
585	YAL025C	chrI	-	100224	101145	100224	101145	1	100224,	101145,	0	YAL025C	cmpl	cmpl	0,
585	YAL024C	chrI	-	101564	105872	101564	105872	1	101564,	105872,	0	YAL024C	cmpl	cmpl	0,
